"","id","entidade_nome","entidade_documento","ano","categoria","origem","especie","rubrica","alinea","subalinea","fonte","valor"
"11",165896,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11120000000 - Impostos sobre o Patrim.","11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana","11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Dívida Ativa","11110000000 - TRANSF. DE IMPOSTOS - MDE","13552.01"
"12",165897,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11120000000 - Impostos sobre o Patrim.","11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana","11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Dívida Ativa","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","8131.21"
"13",165898,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11120000000 - Impostos sobre o Patrim.","11125300000 - ""Impostos sobre Transm. ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis""","11125301000 - ""Impostos sobre Transm. ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal","10010000000 - RECURSOS ORDINÁRIOS","559105.06"
"14",165899,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11120000000 - Impostos sobre o Patrim.","11125300000 - ""Impostos sobre Transm. ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis""","11125301000 - ""Impostos sobre Transm. ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal","11110000000 - TRANSF. DE IMPOSTOS - MDE","232960.45"
"15",165900,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11120000000 - Impostos sobre o Patrim.","11125300000 - ""Impostos sobre Transm. ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis""","11125301000 - ""Impostos sobre Transm. ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","139776.27"
"16",165903,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11130000000 - Impostos sobre a Renda e Proventos de Qualquer Natureza","11130300000 - Imposto sobre a Renda - Retido na Fonte","11130311000 - Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","10010000000 - RECURSOS ORDINÁRIOS","328487.53"
"17",165902,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11130000000 - Impostos sobre a Renda e Proventos de Qualquer Natureza","11130300000 - Imposto sobre a Renda - Retido na Fonte","11130311000 - Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","11110000000 - TRANSF. DE IMPOSTOS - MDE","136869.80"
"18",165901,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11130000000 - Impostos sobre a Renda e Proventos de Qualquer Natureza","11130300000 - Imposto sobre a Renda - Retido na Fonte","11130311000 - Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","82121.88"
"19",165905,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145111000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Principal","10010000000 - RECURSOS ORDINÁRIOS","1919343.75"
"20",165904,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145111000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Principal","11110000000 - TRANSF. DE IMPOSTOS - MDE","799726.56"
"21",165906,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145111000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Principal","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","479835.94"
"22",165909,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145112000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Multas e Juros de Mora","10010000000 - RECURSOS ORDINÁRIOS","17926.02"
"23",165908,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145112000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Multas e Juros de Mora","11110000000 - TRANSF. DE IMPOSTOS - MDE","7469.17"
"24",165907,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145112000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Multas e Juros de Mora","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","4481.51"
"25",165910,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145113000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Dívida Ativa","10010000000 - RECURSOS ORDINÁRIOS","10559.23"
"26",165911,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145113000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Dívida Ativa","11110000000 - TRANSF. DE IMPOSTOS - MDE","4399.67"
"27",165912,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145113000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Dívida Ativa","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","2639.81"
"28",165914,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145114000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Multas e Juros de Mora da Dívida Ativa","10010000000 - RECURSOS ORDINÁRIOS","9823.38"
"29",165913,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145114000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Multas e Juros de Mora da Dívida Ativa","11110000000 - TRANSF. DE IMPOSTOS - MDE","4093.08"
"30",165915,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11100000000 - Impostos","11140000000 - Impostos sobre a Produção e Circulação de Mercad. e Serv.","11145100000 - Impostos sobre Serv.","11145114000 - Imposto sobre Serv. de Qualquer Natureza - ISSQN - Multas e Juros de Mora da Dívida Ativa","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","2455.84"
"31",165917,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210101000 - Taxas de Inspeção, Controle e Fiscalização - Principal","10010000000 - RECURSOS ORDINÁRIOS","146084.06"
"32",165916,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210101000 - Taxas de Inspeção, Controle e Fiscalização - Principal","11110000000 - TRANSF. DE IMPOSTOS - MDE","60868.36"
"33",165918,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210101000 - Taxas de Inspeção, Controle e Fiscalização - Principal","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","36521.02"
"34",165920,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210102000 - Taxas de Inspeção, Controle e Fiscalização - Multas e Juros de Mora","10010000000 - RECURSOS ORDINÁRIOS","2138.46"
"35",165921,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210102000 - Taxas de Inspeção, Controle e Fiscalização - Multas e Juros de Mora","11110000000 - TRANSF. DE IMPOSTOS - MDE","891.02"
"36",165919,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210102000 - Taxas de Inspeção, Controle e Fiscalização - Multas e Juros de Mora","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","534.62"
"37",165923,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210103000 - Taxas de Inspeção, Controle e Fiscalização - Dívida Ativa","10010000000 - RECURSOS ORDINÁRIOS","7974.28"
"38",165922,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210103000 - Taxas de Inspeção, Controle e Fiscalização - Dívida Ativa","11110000000 - TRANSF. DE IMPOSTOS - MDE","3322.61"
"39",165924,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210103000 - Taxas de Inspeção, Controle e Fiscalização - Dívida Ativa","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","1993.57"
"40",165925,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210104000 - Taxas de Inspeção, Controle e Fiscalização - Multas e Juros de Mora da Dívida Ativa","10010000000 - RECURSOS ORDINÁRIOS","6840.65"
"41",165926,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210104000 - Taxas de Inspeção, Controle e Fiscalização - Multas e Juros de Mora da Dívida Ativa","11110000000 - TRANSF. DE IMPOSTOS - MDE","2850.28"
"42",165927,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210100000 - Taxas de Inspeção, Controle e Fiscalização","11210104000 - Taxas de Inspeção, Controle e Fiscalização - Multas e Juros de Mora da Dívida Ativa","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","1710.16"
"43",165930,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210401000 - Taxa de Controle e Fiscalização Ambiental - Principal","10010000000 - RECURSOS ORDINÁRIOS","43570.73"
"44",165932,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210401000 - Taxa de Controle e Fiscalização Ambiental - Principal","11110000000 - TRANSF. DE IMPOSTOS - MDE","18154.47"
"45",165931,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210401000 - Taxa de Controle e Fiscalização Ambiental - Principal","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","10892.68"
"46",165928,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210401000 - Taxa de Controle e Fiscalização Ambiental - Principal","19500000000 - OUTRAS VINCULAÇÕES DE TAXAS E CONTRIBUIÇÕES","0.00"
"47",165929,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210401000 - Taxa de Controle e Fiscalização Ambiental - Principal","19900000000 - OUTRAS DESTINAÇÕES VINCULADAS DE RECURSOS","0.00"
"48",165934,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210402000 - Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora","10010000000 - RECURSOS ORDINÁRIOS","1052.36"
"49",165935,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210402000 - Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora","11110000000 - TRANSF. DE IMPOSTOS - MDE","438.48"
"50",165933,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210402000 - Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","263.09"
"51",165937,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210402000 - Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora","19500000000 - OUTRAS VINCULAÇÕES DE TAXAS E CONTRIBUIÇÕES","0.00"
"52",165936,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11210400000 - Taxa de Controle e Fiscalização Ambiental","11210402000 - Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora","19900000000 - OUTRAS DESTINAÇÕES VINCULADAS DE RECURSOS","0.00"
"53",165939,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11215000000 - Taxa de Fiscalização de Vigilância Sanitária","11215001000 - Taxa de Fiscalização de Vigilância Sanitária - Principal","10010000000 - RECURSOS ORDINÁRIOS","14260.27"
"54",165938,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11215000000 - Taxa de Fiscalização de Vigilância Sanitária","11215001000 - Taxa de Fiscalização de Vigilância Sanitária - Principal","11110000000 - TRANSF. DE IMPOSTOS - MDE","5941.78"
"55",165940,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11215000000 - Taxa de Fiscalização de Vigilância Sanitária","11215001000 - Taxa de Fiscalização de Vigilância Sanitária - Principal","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","3565.07"
"56",165942,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11215000000 - Taxa de Fiscalização de Vigilância Sanitária","11215002000 - Taxa de Fiscalização de Vigilância Sanitária - Multas e Juros de Mora","10010000000 - RECURSOS ORDINÁRIOS","411.20"
"57",165943,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11215000000 - Taxa de Fiscalização de Vigilância Sanitária","11215002000 - Taxa de Fiscalização de Vigilância Sanitária - Multas e Juros de Mora","11110000000 - TRANSF. DE IMPOSTOS - MDE","171.33"
"58",165941,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11215000000 - Taxa de Fiscalização de Vigilância Sanitária","11215002000 - Taxa de Fiscalização de Vigilância Sanitária - Multas e Juros de Mora","12110000000 - RECEITA DE IMPOSTOS E TRANSFERÊNCIA DE IMPOSTOS - SAÚDE","102.80"
"59",165945,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11215000000 - Taxa de Fiscalização de Vigilância Sanitária","11215003000 - Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa","10010000000 - RECURSOS ORDINÁRIOS","1395.37"
"60",165944,"Prefeitura Municipal de Santa Teresa","27.167.444/0001-72",2022,"10000000000 - Receitas Correntes","11000000000 - Impostos, Taxas e Contribuições de Melhoria","11200000000 - Taxas","11210000000 - Taxas pelo Exercício do Poder de Polícia","11215000000 - Taxa de Fiscalização de Vigilância Sanitária","11215003000 - Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa","11110000000 - TRANSF. DE IMPOSTOS - MDE","581.41"
