id,identificacao,objeto,data_publicacao,data_abertura,local,telefone,email,processo,vencedores,responsavel,valor,modalidade,documentos,classificados,desclassificados
5398,EDITAL PP 142/2017 - INSPEÇÃO VEICULAR DER/ES E INSPEÇÃO PARA LIBERAÇÃO DO SELO E LAUDO DO DETRAN ANO 2018. COM ALTERAÇÃO.,EDITAL PP 142/2017 - INSPEÇÃO VEICULAR DER/ES E INSPEÇÃO PARA LIBERAÇÃO DO SELO E LAUDO DO DETRAN ANO 2018. COM ALTERAÇÃO.,2017-12-27,2017-12-27,PM Santa Teresa,,,1,,,"0,00",PREGÃO PRESENCIAL,,,
5402,ATA PE 132/2017,ATA PE 132/2017,2017-12-27,2017-12-27,PM Santa Teresa,,,1,,,"0,00",PREGÃO PRESENCIAL,,,
5403,"RESULTADO - ADJUDICAÇÃO E HOMOLOGAÇÃO PE 132/2017
","RESULTADO - ADJUDICAÇÃO E HOMOLOGAÇÃO PE 132/2017
",2017-12-27,2017-12-27,PM Santa Teresa,,,1,,,"0,00",PREGÃO PRESENCIAL,,,
5376,EDITAL PP 145-2017 - CONTRATAÇÃO DE SERV. DE ARBITRAGEM PARA COMPETIÇÕES E EVENTOS ESPORTIVOS EM DIVERSAS MODALIDADES A SEREM REALIZADOS PELA SMEL NO EXERCÍCIO DE 2018.,EDITAL PP 145-2017 - CONTRATAÇÃO DE SERV. DE ARBITRAGEM PARA COMPETIÇÕES E EVENTOS ESPORTIVOS EM DIVERSAS MODALIDADES A SEREM REALIZADOS PELA SMEL NO EXERCÍCIO DE 2018.,2017-12-26,2017-12-26,PM Santa Teresa,,,1,,,"0,00",PREGÃO PRESENCIAL,,,
5380,EDITAL PP 148/2017 CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE PASSAGENS AÉREAS PARA O EXERCÍCIO DE 2018,EDITAL PP 148/2017 CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE PASSAGENS AÉREAS PARA O EXERCÍCIO DE 2018,2017-12-26,2017-12-26,PM Santa Teresa,,,1,,,"0,00",PREGÃO PRESENCIAL,,,
5383,AVISO A GAZETA PP 148/2017,AVISO A GAZETA PP 148/2017,2017-12-26,2017-12-26,PM Santa Teresa,,,1,,,"0,00",PREGÃO PRESENCIAL,,,
5360,"EDITAL PP 001/2017 Aquisição de cestas básicas, objetivando atender as famílias em situação de vulnerabilidade social deste município para o exercício  de 2018.","EDITAL PP 001/2017 Aquisição de cestas básicas, objetivando atender as famílias em situação de vulnerabilidade social deste município para o exercício  de 2018.",2017-12-26,2017-12-26,PM Santa Teresa,,,1,,,"0,00",PREGÃO PRESENCIAL,,,
5364,REVOGAÇÃO TERMO DE DISPENSA REVISÃO VEÍCULOS SAÚDE PROCESSO 13818/2017,REVOGAÇÃO TERMO DE DISPENSA REVISÃO VEÍCULOS SAÚDE PROCESSO 13818/2017,2017-12-26,2017-12-26,PM Santa Teresa,,,1,,,"0,00",PREGÃO PRESENCIAL,,,
7403,CHAMADA PÚBLICA Nº012/2018 - AQUISIÇÃO DOS GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR.,"Aquisição de Gêneros Alimentícios da Agricultura Familiar e Empreendedor Familiar Rural, de acordo com a Lei Federal nº 11.947/09 e Resolução FNDE/CD nº 026/2013, para o exercício de 2019.",2018-12-28,2019-01-22,PREFEITURA MUNICIPAL DE SANTA TERESA,27 3259-3853,licitacao@santateresa.es.gov.br,15294/2018,,,"R$120.286,00",CHAMADA PÚBLICA,,,
7402,PREGÃO PRESENCIAL Nº 002/2019 - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE SERRALHERIA COM FORNECIMENTO DE TODOS OS MATERIAIS NECESSÁRIOS,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE SERRALHERIA PARA CONFECÇÃO E INSTALAÇÃO DE PORTÃO E REFORMA E RESTAURAÇÃO DE GUARDA CORPO NO GINÁSIO DE ESPORTES JOSÈ NILZO DE VARGAS LIMA COM O FORNECIMENTO DE TODOS OS MATERIAIS NECESSÁRIOS.,2018-12-28,2019-01-14,Santa Teresa,(27) 3259-3854,licitacao@santateresa.es.gov.br,16516/2018,,,"R$ 14.194,85",PREGÃO PRESENCIAL,,,
7400,PREGÃO PRESENCIAL  001/2019 - Contratação de Instrutor para oficinas de teatro ,"Contratação de Instrutor para oficinas de teatro para acompanhamento do grupo de teatro do Município de Santa Teresa -ES, durante o exercício de 2019. A contratação visa atender demanda proveniente das ações da Secretaria Municipal de Turismo e Cultura",2018-12-27,2019-01-11,PREFEITURA, (27) 3259-3853,licitacao@santateresa.es.gov.br,15411/2018,,ILIANI,"R$19.280,04",PREGÃO PRESENCIAL,,,
7399,PREGÃO PRESENCIAL Nº 143/2018 - SERVIÇOS DE ADEQUAÇÃO PARA LIBERAÇÃO DE ALVARA JUNTO AO CORPO DE BOMBEIROS E SERVIÇOS DE ELABORAÇÃO DE PROJETO TÉCNICO DE COMBATE A INCÊNDIO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAR SERVIÇOS DE ADEQUAÇÃO PARA LIBERAÇÃO DE ALVARA JUNTO AO CORPO DE BOMBEIROS COM FORNECIMENTO DE TODO MATERIAL NECESSÁRIO, SERVIÇOS DE ELABORAÇÃO DE PROJETO TÉCNICO DE COMBATE A INCÊNDIO, PLANTA BAIXA E APROVAÇÃO JUNTO AOS ÓRGÃOS COMPETENTES PARA EFETIVAÇÃO DA REGULARIZAÇÃO DAS INSTITUIÇÕES DE ENSINO DO MUNICÍPIO DE SANTA TERESA – ES",2018-12-27,2019-01-11,Santa Teresa,(27) 3259-3853,licitacao@santateresa.es.gov.br,15572/2018,,,"R$ 24.683,31",PREGÃO PRESENCIAL,,,
7401,PREGÃO PRESENCIAL Nº 149/2018 - CONTRATAÇÃO DE PROFESSOR/INSTRUTOR(A) DE ZUMBA PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE ESPORTE E LAZER PARA O EXERCÍCIO DE 2019.,CONTRATAÇÃO DE PROFESSOR/INSTRUTOR(A) DE ZUMBA PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE ESPORTE E LAZER PARA O EXERCÍCIO DE 2019.,2018-12-27,2019-01-10,Santa Teresa,(27) 3259-3853,licitacao@santateresa.es.gov.br,16612/2018,,,"R$ 25.351,37",PREGÃO PRESENCIAL,,,
7397,"PREGÃO PRESENCIAL Nº131/2018 AQUISIÇÃO DE ADUBOS, HERBICIDAS E TINTAS.","AQUISIÇÃO DE ADUBOS, HERBICIDAS E TINTAS PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE ESPORTE E LAZER DURANTE O EXERCÍCIO DE 2019.",2018-12-21,2019-01-10,PREFEITURA MUNICIPAL DE SANTA TERESA,27 3259-3853,licitacao@santateresa.es.gov.br,14318/2018,,,"R$6.546,80",PREGÃO PRESENCIAL,,,
7396,"PREGÃO PRESENCIAL Nº 141/2018 - REGISTRO DE PREÇOS CARRO DE SOM, SPOT E LOCUÇÃO DE EVENTOS","REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE LOCAÇÃO DE CARRO DE SOM, SPOT E LOCUÇÃO DE EVENTOS   PARA SUPRIR AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS DE: AGRICULTURA E DESENVOLVIMENTO ECONOMICO, ESPORTE E LAZER, PLANEJAMENTO E ASSUNTOS ESTRATÉGICOS, TURISMO E CULTURA, ASSISTÊNCIA SOCIAL, MEIO AMBIENTE, FAZENDA E PARA O FUNDO MUNICIPAL DE SAÚDE PARA O EXERCICIO DE 2019.",2018-12-21,2019-01-09,Santa Teresa,(27) 3259-3853,licitacao@santateresa.es.gov.br,12712/2018,,,"R$ 163.188,62",PREGÃO PRESENCIAL,,,
7398,PREGÃO ELETRÔNICO  147/2018 - Registro de Preços para aquisição de cestas básicas durante o exercício de 2019,"Registro de Preços para aquisição de cestas básicas durante o exercício de 2019, com reserva de cota de até 25% para participação exclusiva de Microempresa, Empresa de Pequeno Porte ou Microempreendedor Individual, e lote disponível para ampla concorrência",2018-12-21,2019-01-09,PREFEITURA, (27) 3259-3853,licitacao@santateresa.es.gov.br,15970/2018,,ILIANI,"R$115.848,00",PREGÃO ELETRÔNICO,,,
7395,"PREGÃO PRESENCIAL  004/2019 - Contratação de Professor de Capoeira, para atender ao Projeto “Capoeira Cidadã”","Contratação de Professor de Capoeira, para atender ao Projeto “Capoeira Cidadã”, realizado pela Secretaria Municipal de Esporte e Lazer durante o exercício de 2019.",2018-12-20,2019-01-08,PREFEITURA, (27) 3259-3853,licitacao@santateresa.es.gov.br,15234/2018,,ILIANI,"R$11.520,00",PREGÃO PRESENCIAL,,,
7392,PREGÃO PRESENCIAL  138/2018 - Registro de Preços para Contratação de serviços de hospedagem ,"Registro de Preços para Contratação de serviços de hospedagem, para atender a demanda das secretarias Municipais de Esporte e Lazer, Secretaria Municipal de Agricultura e Desenvolvimento Econômico, Secretaria Municipal de Turismo e Cultura, Secretaria Municipal de Saúde e Secretaria Municipal de Assistência Social para o exercício de 2019.",2018-12-18,2019-01-07,PREFEITURA, (27) 3259-3853,licitacao@santateresa.es.gov.br,12735/2018,,ILIANI,"R$94.497,76",PREGÃO PRESENCIAL,,,
7584,PREGÃO PRESENCIAL Nº 002/2020 - Contratação de Instrutor para oficinas de teatro para acompanhamento do grupo  teatral de Santa Teresa-ES,"Contratação de Instrutor para oficinas de teatro para acompanhamento do grupo  teatral de Santa Teresa-ES, para o exercício de 2020. A contratação visa atender a demanda proveniente das ações da Secretaria Municipal de Turismo e Cultura ",2019-12-18,2020-01-10,RUA DARLY NERTY VERVLOET  - Nº 446 - CENTRO - SANTA TERESA - ES  ,(27) 3259-3853,licitacao@santateresa.es.gov.br,15748/2019,,ILIANI,"R$20.868,00",PREGÃO PRESENCIAL,,,
7585,PREGÃO PRESENCIAL N° 075/2019 CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE LICENÇAS DE SOFTWARE ,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE LICENÇAS DE SOFTWARE DE PROCESSAMENTO DE TEXTO E PLANILHAS E SISTEMA OPERACIONAL WINDOWS PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL. ,2019-12-19,2020-01-08,PREFEITURA MUNICIPAL DE SANTA TERESA - ES,3259-3853,licitacao@santateresa.es.gov.br,11766/2019,,FLAVÍULA COFFLER,"R$ 5.770,00",PREGÃO PRESENCIAL,,,
7583,PREGÃO PRESENCIAL Nº 001/2020 - CONTRATAÇÃO DE SERVIÇOS DE ARBITRAGEM PARA COMPETIÇÕES E EVENTOS ESPORTIVOS EM DIVERSAS MODALIDADES A SEREM REALIZADOS PELA SECRETARIA MUNICIPAL DE ESPORTE E LAZER NO E,CONTRATAÇÃO DE SERVIÇOS DE ARBITRAGEM PARA COMPETIÇÕES E EVENTOS ESPORTIVOS EM DIVERSAS MODALIDADES A SEREM REALIZADOS PELA SECRETARIA MUNICIPAL DE ESPORTE E LAZER NO EXERCÍCIO DE 2020,2019-12-13,2020-01-07,RUA DARLY NERTY VERVLOET  - Nº 446 - CENTRO - SANTA TERESA - ES  ,(27) 3259-3853,licitacao@santateresa.es.gov.br,15646/2019,,ILIANI,"R$126.572,15",PREGÃO PRESENCIAL,,,
7582,"PREGÃO PRESENCIAL Nº 79/2019 - Prestação de serviços de agenciamento, fornecimento de passagens aéreas nacionais","Prestação de serviços de agenciamento, fornecimento de passagens aéreas nacionais, compreendendo os serviços de reserva, emissão, remarcação, cancelamento e reembolso de bilhetes de passagens aéreas, na modalidade de remuneração fixa por Taxa de Transação (TransactionFee), para atender as solicitações do Município de Santa Teresa ES, durante o exercício de 2020",2019-12-12,2020-01-03,RUA DARLY NERTY VERVLOET  - Nº 446 - CENTRO - SANTA TERESA - ES  ,(27) 3259-3853,licitacao@santateresa.es.gov.br,13376/2019,,ILIANI,"R$109.421,29",PREGÃO PRESENCIAL,,,
7586,TERMO DE DISPENSA DE CHAMAMENTO PÚBLICO Nº002/2019,TERMO DE COLABORAÇÃO ENTRE O MUNICÍPIO DE SANTA TERESA E ASSOCIAÇÃO PESTALOZZI DE SANTA TERESA PARA AQUISIÇÃO DE MATERIAL DE EXPEDIENTE E DE HIGIENE E LIMPEZA E EQUIPAMENTOS E MOBILIÁRIOS PARA ATENDER AS PESSOAS COM DEFICIÊNCIA. ,2019-12-27,2019-12-27,,27 3259-3853,licitacao@santateresa.es.gov.br,16085/2019,,,"R$19.894,80",DISPENSA / INEXIG. 13019/2014,,,
7587,TERMO DE DISPENSA DE CHAMAMENTO PÚBLICO Nº003/2019,"TERMO DE COLABORAÇÃO ENTRE O MUNICÍPIO DE SANTA TERESA E ASSOCIAÇÃO PESTALOZZI DE SANTA TERESA PARA CONTRATAÇÃO DE PROFISSIONAIS HABILITADOS PARA DESENVOLVER ATIVIDADES DE ATENDIMENTO A 110 PESSOAS COM DEFICIÊNCIAS E SEUS FAMILIARES, DAS ZONAS URBANA E RURAL DE SANTA TERESA, VISANDO À INCLUSÃO E A DEFESA DOS DIREITOS DESSAS PESSOAS. ",2019-12-27,2019-12-27,,27 3259-3853,licitacao@santateresa.es.gov.br,12733/2019,,,"R$92.707,77",DISPENSA / INEXIG. 13019/2014,,,
7581,PREGÃO PRESENCIAL N° 078/2019 AQUISIÇÃO DE MATERIAL ESPORTIVO,AQUISIÇÃO DE MATERIAL ESPORTIVO PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE ESPORTE E LAZER NO EXERCÍCIO DE 2020,2019-12-05,2019-12-18,PREFEITURA MUNICIPAL DE SANTA TERESA - ES,3259-3853,licitacao@santateresa.es.gov.br,15579/2019,,FLAVÍULA COFFLER,"56.915,16",PREGÃO PRESENCIAL,,,
7578,CHAMADA PÚBLICA Nº002/2019 AQUISIÇÃO DOS GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR.,"AQUISIÇÃO DOS GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR, CONFORME ESTABELECIDO NA RESOLUÇÃO NUMERO 38, DE 16 DE JULHO DE 2009, DESTINADOS AS ESCOLAS DA REDE MUNICIPAL DE ENSINO PARA O ANO LETIVO DE 2020.",2019-11-26,2019-12-17,PREFEITURA MUNICIPAL DE SANTA TERESA,27 3259-3853,licitacao@santateresa.es.gov.br,13982/2019,,,"R$116.116,10",CHAMADA PÚBLICA,,,
7580,Pregão Eletrônico nº 074/2019 - Aquisição de Van - SMTR,"AQUISIÇÃO DE UM VEÍCULO ZERO KM, TIPO VAN, COM CAPACIDADE PARA 20 PASSAGEIROS MAIS CONDUTOR, ANO 2019/MODELO 2020 OU SUPERIOR",2019-11-28,2019-12-12,,,,14287/2019,,,"R$ 209.055,00",PREGÃO ELETRÔNICO,,,
7579,"PREGÃO ELETRÔNICO Nº076/2019 AQUISIÇÃO DE VEÍCULO UTILITÁRIO TIPO PICK UP, 0 KM, DESTINADO A SECRETARIA MUNICIPAL DE AGRICULTURA E DESENVOLVIMENTO ECONÔMICO.","AQUISIÇÃO DE VEÍCULO UTILITÁRIO TIPO PICK UP, 0 KM, DESTINADO A SECRETARIA MUNICIPAL DE AGRICULTURA E DESENVOLVIMENTO ECONÔMICO.",2019-11-27,2019-12-11,PREFEITURA MUNICIPAL DE SANTA TERESA,27 3259-3853,licitacao@santateresa.es.gov.br,14339/2019,,,"R$147.299,33",PREGÃO ELETRÔNICO,,,
7770,PREGÃO ELETRÔNICO Nº001/2021 - Aquisição de fralda geriátrica e infantil destinada ao atendimento dos usuários que se encontram em situação de vulnerabilidade social do Município de Santa Teresa/ES.,Aquisição de fralda geriátrica e infantil destinada ao atendimento dos usuários que se encontram em situação de vulnerabilidade social do Município de Santa Teresa/ES.,2020-12-30,2021-01-13,PREFEITURA MUNICIPAL DE SANTA TERESA,(27) 3259-3853,licitacao@santateresa.es.gov.br,13149/2020,,,"R$87.110,00",PREGÃO ELETRÔNICO,,,
7755,CHAMAMENTO PÚBLICO 06/2020 - PROCESSO Nº 11868/2020 - Equipamentos agrícolas (trator agrícola e reboque de madeira) ,"Para selecionar projetos de Organizações da Sociedade Civil para celebração de Acordo de Cooperação como o Município de Santa Teresa -ES, referente a destinação de Tratores, Reboque de Madeira e Pulverizador",2020-12-07,2021-01-06,,,,11.868/2020,,,sem custo,CHAMADA PÚBLICA,,,
7769,PREGÃO ELETRÔNICO Nº075/2020 - AQUISIÇÃO DE CESTAS BÁSICAS PARA O EXERCÍCIO DE 2021.,AQUISIÇÃO DE CESTAS BÁSICAS PARA O EXERCÍCIO DE 2021.,2020-12-17,2020-12-30,PREFEITURA MUNICIPAL DE SANTA TERESA,27 3259-3853,licitacao@santateresa.es.gov.br,12824/2020,,,"R$132.636,00",PREGÃO ELETRÔNICO,,,
7768,PREGÃO ELETRÔNICO Nº 073/2020 - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AOS USUÁRIOS DESTA MUNICIPALIDADE POR UM PERÍODO DE 12 (DOZE) MESES. ,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS DESTINADOS AOS USUÁRIOS DESTA MUNICIPALIDADE POR UM PERÍODO DE 12 (DOZE) MESES.,2020-12-10,2020-12-29,PREFEITURA MUNICIPAL DE SANTA TERESA ATRAVÉS DO SITIO DO BANCO DO BRASIL,3259-3853,licitacao@santateresa.es.gov.br,10623/2020,,ILIANI,"R$1.936.965,00",PREGÃO ELETRÔNICO,,,
7778,DISPENSA DE LICITAÇÃO - PROCESSO 12.877/2020 - Serviços de Contabilidade para Unidades de Ensino Municipal,"Reconheço a dispensa de licitação para contratação de empresa especializada em serviços contabilidade específica para as Unidades de Ensino, contratando-se para tanto a empresa Sidcontábil Eireli EPP, CNPJ nº 05.604.230/0001-83, no valor global de R$ 11.607,50 (onze mil, seiscentos e sete reais e cinquenta centavos), com amparo legal no Artigo 24 – Inciso II, da Lei Federal nº 8.666/93 e suas alterações.


Com base no que consta nos autos do processo nº 12877/2020, ratifico a presente dispensa de licitação.



Santa Teresa – ES, 18 de dezembro de 2020.
",2020-12-21,2020-12-18,,,,12877/2020,,,"R$ 11.607,50",DISPENSA DE LICITAÇÃO (C/ TERMO DE DISPENSA),,,
7779,DISPENSA DE LICITAÇÃO - PROCESSO 11.038/2020 - Locação Espaço para Arquivo PMST,"Reconheço a dispensa de licitação para a locação de um imóvel, situado  a Rua Ricardo Loureiro, nº 217, Vila Anita, Santa Teresa - ES, destinado a utilização para arquivamento de processos, para um período de 12 (doze) meses, contados a partir da assinatura do contrato, contratando-se para tanto, a Senhora Marta Maria Merlo Pizziolo, no valor global de R$ 15.360,00 (quinze mil e trezentos e sessenta reais), sendo o valor mensal de R$ 1.280,00, com amparo legal no Artigo 24 – Inciso X, da Lei Federal nº 8.666/93 e suas alterações.


Com base no que consta nos autos do processo nº 011038/2020, ratifico a presente dispensa de licitação.



Santa Teresa – ES, 17 de dezembro de 2020.

",2020-12-18,2020-12-17,,,,11038/2020,,,"R$ 15.360,00",DISPENSA DE LICITAÇÃO (C/ TERMO DE DISPENSA),,,
7756,"PREGÃO PRESENCIAL Nº 070/2020 - Prestação de serviços de agenciamento, fornecimento de passagens aéreas nacionais","Prestação de serviços de agenciamento, fornecimento de passagens aéreas nacionais, compreendendo os serviços de reserva, emissão, remarcação, cancelamento e reembolso de bilhetes de passagens aéreas, na modalidade de remuneração fixa por Taxa de Transação (TransactionFee), para atender as solicitações do Município de Santa Teresa ES, durante o exercício de 2021",2020-12-02,2020-12-17,RUA DARLY NERTY VERVLOET  - Nº 446 - CENTRO - SANTA TERESA - ES  ,3259-3853,licitacao@santateresa.es.gov.br,11685/2020,,ILIANI,"R$109.266,18",PREGÃO PRESENCIAL,,,
7757,PREGÃO ELETRÔNICO Nº072/2020 - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER AS NECESSIDADES DOS ALUNOS MATRICULADOS NA REDE MUNICIPAL DE ENSINO PARA O ANO LETIVO DE 2021.,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER AS NECESSIDADES DOS ALUNOS MATRICULADOS NA REDE MUNICIPAL DE ENSINO PARA O ANO LETIVO DE 2021.,2020-12-03,2020-12-16,PREFEITURA MUNICIPAL DE SANTA TERESA,27 3259-3853,licitacao@santateresa.es.gov.br,11587/2020,,,"R$870.949,00",PREGÃO ELETRÔNICO,,,
7754,CHAMADA PÚBLICA Nº005/2020 - AQUISIÇÃO DOS GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR.,"AQUISIÇÃO DOS GÊNEROS ALIMENTÍCIOS DA AGRICULTURA FAMILIAR, CONFORME ESTABELECIDO NA RESOLUÇÃO NUMERO 38, DE 16 DE JULHO DE 2009, DESTINADOS AS ESCOLAS DA REDE MUNICIPAL DE ENSINO PARA O ANO LETIVO DE 2021 - SMED",2020-11-25,2020-12-15,PREFEITURA MUNICIPAL DE SANTA TERESA,27 3259-3853,licitacao@santateresa.es.gov.br,11531/2020,,,"R$149.891,00",CHAMADA PÚBLICA,,,
7774,DISPENSA DE LICITAÇÃO - PROCESSO 12.436/2020 - CIM Polinorte Gestão Associada Serviços de Saúde,"Reconheço a dispensa de licitação para contratação de empresa especializada na gestão associada dos serviços de saúde de consultas, exames, procedimentos e consultas especializadas e de apoio para diagnóstico, contratando-se para tanto o CONSÓRCIO PÚBLICO DA REGIÃO POLINORTE – CIM POLINORTE, para um período de 12 (doze) meses, no valor global de R$ 752.004,87 (SETECENTOS E CINQUENTA E DOIS MIL, QUATRO REAIS E OITENTA E SETE CENTAVOS), com amparo legal no Artigo 24 – Inciso XXVI, da Lei Federal nº 8.666/93 e suas alterações.

Com base no que consta nos autos do processo nº 12.436/2020, ratifico a presente dispensa de licitação.



Santa Teresa – ES, 09 de dezembro de 2020.
",2020-12-10,2020-12-09,,,,12436/2020,,,"R$ 752.004,87",DISPENSA DE LICITAÇÃO (C/ TERMO DE DISPENSA),,,
7939,CHAMAMENTO PÚBLICO 02/2021 - PROCESSO Nº 9367/2021 - Equipamentos agrícolas (câmara climatizadora) ,"Para selecionar projetos de Organizações da Sociedade Civil para celebração de Acordo de Cooperação como o Município de Santa Teresa -ES, referente a destinação de equipamento agrícola para atendimento da cadeia produtiva do agronegócio (Câmara Climatizadora)",2021-12-22,2022-01-25,Santa Teresa - ES,(27) 3259-3853,licitacao@santateresa.es.gov.br,9367/2021,,,R$--,CHAMADA PÚBLICA,,,
7940,CHAMAMENTO PÚBLICO 04/2021 - PROCESSO Nº 14654/2021 - Equipamentos agrícolas (pulverizador atomizador e secador de café) ,"Selecionar propostas para celebração de Acordo de Cooperação com o Município de Santa Teresa, para destinação de Equipamentos doados (Pulverizador Atomizador e Secador de Café) pela Secretaria de Estado da Agricultura, Abastecimento, Aquicultura e Pesca - SEAG",2021-12-22,2022-01-25,Santa Teresa - ES,(27) 3259-3853,licitacao@santateresa.es.gov.br,14654/2021,,,R$--,CHAMADA PÚBLICA,,,
